chr	start	end	strand	gene_id	gene_name	cell_cycle_low_confidence	cell_cycle_high_confidence	Campbell_2020_cell_cycle_phase	Spellman_1998_cell_cycle_phase	Lichtenberg_2004_cell_cycle_phase	chan_half_life_av	chan_half_life_rep1	chan_half_life_rep2	Ho_cluster	kubik_-1nucleosome	Luisa_annotation	RPB	DECAY	Histones	metzlraz_cor_SC	metzlraz_cor_Pi	metzlraz_cor_N	metzlraz_cor_genetic_perturbations	metzlraz_cor_environmental_perturbations	metzlraz_EG_SC	metzlraz_EG_genetic_pertubation	metzlraz_EG_enviromental_pertubation	miller_half_life	miller_synth_rate	neymotin_deg_rate	neymotin_half_life	neymotin_threhold	neymotin_abundance	neymotin_synth_rate	rhee_TATAbox_class	rhee_TAF_class	verifed_ORF
chrVII	303463	304106	-	YGL108C	YGL108C	NA	NA	NA	NA	NA	2.846885939	1.917964072	3.775807806	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.62375805	-0.040910609	NA	NA	NA	0.083	9.1	1	3.647	0.303	TATA-containing	TAF1-enriched	TRUE
chrII	43082	44849	-	YBL096C	YBL096C	NA	NA	NA	NA	NA	2.846903791	2.610140994	3.083666587	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	0.672723799	0.027993936	NA	NA	NA	0.1074	6.9	0	0.0708	0.008	NA	NA	NA
chrXVI	164090	165891	+	YPL204W	HRR25	NA	NA	NA	NA	NA	2.847000988	1.881911166	3.81209081	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.153859577	0.09673556	-0.034886399	8.18	34.67	0.0885	8.5	1	9.793	0.867	TATA-less	TAF1-enriched	TRUE
chrVIII	26195	27951	+	YHL036W	MUP3	NA	NA	NA	NA	NA	2.847130003	1.819073922	3.875186084	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268191961	0.12419286	3.04	6.79	0.0775	9.8	1	1.151	0.089	TATA-less	TAF1-depleted	TRUE
chrVII	191892	193337	-	YGL164C	YRB30	NA	NA	NA	NA	NA	2.849022554	2.284453067	3.413592041	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.06557694	0.084759789	0.09986174	5.82	24.14	0.0911	8.2	1	2.946	0.268	TATA-less	TAF1-enriched	TRUE
chrVII	840710	842574	-	YGR171C	MSM1	NA	NA	NA	NA	NA	2.849252767	2.195040203	3.50346533	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.055968151	-0.053341343	7.19	7.8	0.0636	12.2	1	1.589	0.101	TATA-less	TAF1-enriched	TRUE
chrII	541209	544493	-	YBR150C	TBS1	NA	NA	NA	NA	NA	2.849672001	1.904945721	3.79439828	NA	fragile		NA	NA	NA	0.116704891	0.08043332	0.144505742	0.268034159	0.100943922	-0.301733153	0.18580724	0.140388814	4.53	18.05	0.1028	7.2	1	2.02	0.208	TATA-less	TAF1-enriched	TRUE
chrIV	1025070	1030049	-	YDR283C	GCN2	NA	NA	NA	NA	NA	2.850067007	2.494958542	3.205175472	NA	stable		NA	NA	NA	-0.010065582	0.005496965	-0.069047871	-0.315842095	-0.279369471	0.325670004	0.10832179	0.159369929	10.77	14.23	0.0839	9	1	3.308	0.278	TATA-less	TAF1-enriched	TRUE
chrXII	112847	115993	+	YLL016W	SDC25	NA	NA	NA	NA	NA	2.850994298	2.242091064	3.459897532	NA	NA		NA	NA	NA	-0.006334612	0.00533043	-0.037615569	-0.345855987	-0.171210314	NA	0.152867504	NA	NA	NA	0.1061	7	1	1.324	0.141	NA	NA	NA
chrIV	581804	582614	-	YDR066C	RTR2	NA	NA	NA	NA	NA	2.851052461	2.566747481	3.13535744	NA	NA		NA	NA	NA	-0.090680164	-0.068990727	-0.082571752	-0.176885174	-0.038196455	NA	-0.08583599	-0.0754446	8.95	3.39	0.0323	27.2	0	0.7938	0.026	NA	NA	TRUE
chrXI	55935	63359	-	YKL203C	TOR2	NA	NA	NA	NA	NA	2.851503892	2.135378122	3.567629662	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.400797821	0.04718256	0.304006213	15.59	16.7	0.1026	7.2	1	3.394	0.348	TATA-less	TAF1-enriched	TRUE
chrXV	878341	880742	+	YOR299W	BUD7	NA	NA	NA	NA	NA	2.852638252	2.729733072	2.975543432	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.284790519	0.072476451	0.081123089	6.43	16.71	0.0816	9.3	1	2.992	0.244	TATA-less	TAF1-enriched	TRUE
chrXVI	613248	614578	-	YPR025C	CCL1	NA	NA	NA	NA	NA	2.852664977	2.454950177	3.250379776	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.043720984	-0.00132511	4.91	7.78	0.1134	6.5	1	2.323	0.264	TATA-containing	TAF1-enriched	TRUE
chrXIII	616443	618182	+	YMR177W	MMT1	NA	NA	NA	NA	NA	2.854866917	2.701242615	3.008491218	NA	stable		NA	NA	NA	-0.048869138	-0.016960527	-0.099581196	-0.276679533	-0.13524161	NA	-0.214724565	-0.191709195	6.78	22.5	0.1287	5.7	1	3.448	0.444	TATA-less	TAF1-depleted	TRUE
chrXIV	723298	724341	-	YNR054C	ESF2	NA	NA	NA	NA	NA	2.855872501	2.751122686	2.960622315	PAC cluster	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.057976412	-0.331709183	-0.229058701	7.12	20.07	0.099	7.5	1	7.718	0.764	TATA-less	TAF1-enriched	TRUE
chrXV	394732	397299	-	YOR034C	AKR2	NA	NA	NA	NA	NA	2.856862621	2.314508612	3.399216629	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.556446715	-0.112060777	0.032924393	NA	NA	0.0739	10.3	1	1.825	0.135	TATA-less	TAF1-depleted	TRUE
chrXV	343663	345930	+	YOR009W	TIR4	NA	NA	NA	NA	NA	2.857589706	2.896877455	2.818301957	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.148432626	-0.268215433	NA	NA	0.2603	2.7	0	1.53	0.398	NA	NA	TRUE
chrVII	604436	605574	-	YGR057C	LST7	NA	NA	NA	NA	NA	2.858386018	1.457782936	4.2589891	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04298124	-0.103820283	7.61	11.91	0.0233	42.2	1	2.031	0.047	TATA-less	TAF1-depleted	TRUE
chrVIII	349547	352520	+	YHR120W	MSH1	NA	NA	NA	NA	NA	2.858439246	2.798545417	2.918333075	NA	stable		NA	NA	NA	0.158628167	0.12871925	-0.016116815	0.073964951	-0.008594451	-0.42831403	-0.359865393	-0.117900302	7.63	5.93	0.1053	7	1	1.84	0.194	NA	NA	TRUE
chrXII	849824	852132	+	YLR362W	STE11	NA	NA	NA	NA	NA	2.85902956	2.481324995	3.236734124	NA	stable		NA	NA	NA	0.207275837	0.134711623	0.162699007	-0.052385556	-0.004714862	0.110915908	0.132860405	0.486786555	8.99	5.19	0.0751	10.2	1	1.474	0.111	TATA-less	TAF1-enriched	TRUE
chrV	120498	121301	-	YEL019C	MMS21	NA	NA	NA	NA	NA	2.860546264	3.00065973	2.720432798	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0144488	0.054847397	NA	NA	0.187	3.8	1	0.3048	0.057	NA	NA	TRUE
chrXI	592804	596378	+	YKR082W	NUP133	NA	NA	NA	NA	NA	2.861189588	2.67985697	3.042522205	NA	fragile		NA	NA	NA	0.173184869	0.106213123	0.1992171	0.7503568	0.440026921	-0.602319478	-0.149181368	-0.198431628	12.05	20.59	0.1046	7.1	1	3.88	0.406	TATA-less	TAF1-enriched	TRUE
chrIV	1199007	1201372	+	YDR363W	ESC2	NA	NA	NA	NA	NA	2.861673135	2.157952769	3.5653935	NA	stable		NA	NA	NA	0.139249106	0.058065104	0.155584737	0.660601613	0.439190623	NA	-0.003922745	-0.05328011	NA	NA	0.1341	5.4	1	1.325	0.178	TATA-less	TAF1-enriched	TRUE
chrXIV	588180	591209	-	YNL023C	FAP1	NA	NA	NA	NA	NA	2.861962937	2.686289022	3.037636852	NA	stable		NA	NA	NA	0.051920897	0.073092225	-0.074136703	-0.275364912	-0.163677015	0.39118665	-0.176607925	0.14140341	8.73	13.95	0.0942	7.9	1	2.31	0.218	TATA-containing	TAF1-enriched	TRUE
chrII	635088	636660	+	YBR207W	FTH1	NA	NA	NA	NA	NA	2.862183218	2.576858091	3.147508345	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.327561109	0.137865541	-0.031649108	9.32	18.25	0.0676	11.4	1	4.645	0.314	TATA-less	TAF1-enriched	TRUE
chrV	529530	536021	-	YER172C	BRR2	NA	NA	NA	NA	NA	2.863085657	2.440630185	3.285541129	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.050793032	-0.0145241	0.043145771	8.3	18.2	0.1302	5.6	1	3.627	0.472	TATA-less	TAF1-enriched	TRUE
chrXI	584935	586759	+	YKR078W	YKR078W	NA	NA	NA	NA	NA	2.863826631	3.01024659	2.717406672	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.011627436	NA	5.09	6.78	0.0688	11.2	1	1.326	0.091	NA	NA	TRUE
chrII	344509	347328	-	YBR055C	PRP6	NA	NA	NA	NA	NA	2.864041838	2.639677839	3.088405837	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.257643825	-0.019532881	-0.041452664	12.96	16.37	0.0788	9.6	1	2.564	0.202	TATA-containing	TAF1-enriched	TRUE
chrIX	300447	301362	-	YIL029C	YIL029C	NA	NA	NA	NA	NA	2.864367957	2.16962358	3.559112333	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.184839401	NA	NA	NA	0.029	31.4	0	0.8988	0.026	TATA-less	TAF1-enriched	NA
chrXVI	671103	672283	+	YPR056W	TFB4	NA	NA	NA	NA	NA	2.864484283	2.641080732	3.087887833	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.046280995	-0.116960414	-0.124614913	12.77	11.07	0.0445	18.4	1	2.169	0.097	TATA-less	TAF1-enriched	TRUE
chrVIII	344249	345666	-	YHR118C	ORC6	NA	NA	NA	NA	NA	2.864625609	2.567605318	3.161645899	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	-0.063291162	0.030556762	0.030222479	6.05	8.57	0.107	6.9	1	1.266	0.136	NA	NA	TRUE
chrVII	139577	140134	-	YGL194C-A	YGL194C-A	NA	NA	NA	NA	NA	2.8649636	4.133369722	1.596557477	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.834833328	NA	NA	NA	NA	0.0517	15.5	1	11.96	0.618	TATA-less	TAF1-enriched	NA
chrIII	179520	186023	+	YCR032W	BPH1	NA	NA	NA	NA	NA	2.865145669	2.305643739	3.424647599	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.109402047	-0.023193645	0.424283729	8.04	6.27	0.1121	6.6	1	2.296	0.257	NA	NA	TRUE
chrII	14104	17962	-	YBL105C	PKC1	NA	NA	NA	NA	NA	2.86549775	3.301112057	2.429883442	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.057573245	0.018259012	0.028818967	7.97	12.32	0.1021	7.3	1	2.697	0.275	TATA-less	TAF1-enriched	TRUE
chrXIII	212311	213970	-	YML032C	RAD52	NA	NA	NA	NA	NA	2.867506715	3.158250972	2.576762458	NA	stable		NA	NA	NA	0.124620861	0.052538485	0.159768249	0.776348634	0.431290553	-0.115181	-0.063542848	-0.020365372	6.19	18.62	0.0852	8.9	1	2.103	0.179	TATA-less	TAF1-enriched	TRUE
chrIX	377191	378262	-	YIR011C	STS1	NA	NA	NA	NA	NA	2.871202797	2.533093839	3.209311755	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.002801067	0.160098646	-0.084758474	5.67	26.64	0.0925	8.1	1	4.922	0.455	TATA-less	TAF1-enriched	TRUE
chrII	494246	495374	-	YBR129C	OPY1	NA	NA	NA	NA	NA	2.871797161	3.410568876	2.333025445	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.026271278	-0.13742489	-0.096098623	11.59	7.96	0.0771	9.9	1	2.798	0.216	TATA-less	TAF1-enriched	TRUE
chrXIII	794888	795608	+	YMR263W	SAP30	NA	NA	NA	NA	NA	2.874153739	2.308934666	3.439372812	NA	stable		NA	NA	NA	0.154524145	0.109638222	0.159042107	0.240317828	0.1719124	-0.398203048	-0.065066027	0.00433267	12.93	9.35	0.079	9.6	1	3.143	0.248	TATA-containing	TAF1-enriched	TRUE
chrIV	624729	626084	-	YDR090C	YDR090C	NA	NA	NA	NA	NA	2.875284955	2.833048814	2.917521096	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.084948117	NA	5.36	12.57	0.0565	14	1	2.412	0.136	TATA-containing	TAF1-depleted	TRUE
chrX	217532	219607	-	YJL108C	PRM10	NA	NA	NA	NA	NA	2.876137825	2.413938368	3.338337281	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382845098	0.055873496	NA	NA	0.1168	6.3	1	0.393	0.046	NA	NA	TRUE
chrVII	514512	516678	+	YGR013W	SNU71	NA	NA	NA	NA	NA	2.876193621	3.355189711	2.39719753	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.178911321	0.063279013	0.33365258800000003	NA	NA	0.0982	7.6	1	2.132	0.209	TATA-less	TAF1-enriched	TRUE
chrVIII	371748	372685	+	YHR134W	WSS1	NA	NA	NA	NA	NA	2.878327767	1.281849995	4.474805539	NA	stable		NA	NA	NA	0.170990001	0.10109544	0.201963801	0.66069719	0.428291462	0.567451349	0.052374011	-0.110386673	NA	NA	0.0825	9.2	1	1.528	0.126	NA	NA	TRUE
chrXVI	741324	742148	-	YPR107C	YTH1	NA	NA	NA	NA	NA	2.878917463	3.682451164	2.075383762	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.45147032	0.232027356	-0.009052675	5.58	11.19	0.0333	26.2	1	2.286	0.076	TATA-less	TAF1-enriched	TRUE
chrIII	237076	238890	+	YCR068W	ATG15	NA	NA	NA	NA	NA	2.879607332	3.263409485	2.495805179	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.109597303	0.233393311	NA	NA	0.08	9.5	1	0.7542	0.06	TATA-less	TAF1-enriched	TRUE
chrXIV	595471	597663	-	YNL020C	ARK1	NA	NA	NA	NA	NA	2.880935835	2.550298245	3.211573425	NA	stable		NA	NA	NA	-0.060405475	-0.002822599	-0.158302124	-0.410990518	-0.257116649	0.224220605	0.121960409	0.036566839	NA	NA	0.1152	6.4	1	0.9198	0.106	TATA-less	TAF1-enriched	TRUE
chrVII	414048	415940	+	YGL045W	RIM8	NA	NA	NA	NA	NA	2.881225789	3.471983305	2.290468272	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373147773	0.378491358	NA	NA	0.076	10	1	1.034	0.079	NA	NA	TRUE
chrXV	453691	455920	+	YOR069W	VPS5	NA	NA	NA	NA	NA	2.882696881	2.512540135	3.252853626	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.260409626	0.210214293	-0.07207746	8.93	8.61	0.0862	8.7	1	2.399	0.207	TATA-less	TAF1-enriched	TRUE
chrXIV	749136	750008	-	YNR064C	YNR064C	NA	NA	NA	NA	NA	2.884490814	3.106990889	2.661990738	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.425050138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrXII	646415	650923	+	YLR256W	HAP1	NA	NA	NA	NA	NA	2.888069632	2.5566546	3.219484664	NA	fragile		NA	NA	NA	0.141928137	0.103174093	0.131749832	0.14486239	-0.002034888	NA	0.144300877	0.290089848	26.62	41.77	0.1061	7	1	19.07	2.024	TATA-less	TAF1-enriched	TRUE
chrVII	84618	87349	+	YGL216W	KIP3	NA	NA	NA	NA	NA	2.890283652	2.030303412	3.750263891	NA	fragile		NA	NA	NA	0.050120661	0.047048049	0.0060495	-0.040480222	-0.025974247	-0.462034182	0.007884403	0.169925924	5.8	12.8	0.101	7.4	1	1.571	0.159	TATA-less	TAF1-depleted	TRUE
chrIX	167495	169782	-	YIL105C	SLM1	NA	NA	NA	NA	NA	2.891302664	2.190180397	3.592424931	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.012796335	0.224363104	0.255308161	6.34	10.79	0.0899	8.3	1	2.532	0.228	TATA-less	TAF1-enriched	TRUE
chrXI	171725	173947	+	YKL146W	AVT3	NA	NA	NA	NA	NA	2.892179871	2.742419044	3.041940698	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.071121416	0.129410526	0.109572979	9.05	17.66	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrVIII	59014	62595	-	YHL023C	NPR3	NA	NA	NA	NA	NA	2.893897813	2.330310206	3.45748542	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	-0.291546953	0.057175251	0.384793786	9.79	12.24	0.1165	6.3	1	2.052	0.239	NA	NA	TRUE
chrI	83204	84494	-	YAL032C	PRP45	NA	NA	NA	NA	NA	2.894355351	3.086048859	2.702661842	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.180713793	-0.082903748	0.306844545	7.1	8.33	0.0837	9	1	1.72	0.144	TATA-less	TAF1-enriched	TRUE
chrX	158138	159507	+	YJL134W	LCB3	NA	NA	NA	NA	NA	2.894641403	3.012212479	2.777070326	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.39218412	-0.223717367	-0.157545356	7.74	26.15	0.06	13.1	1	5.004	0.3	TATA-less	TAF1-enriched	TRUE
chrXV	531438	533856	+	YOR112W	CEX1	NA	NA	NA	NA	NA	2.897875423	2.969867232	2.825883614	NA	stable		NA	NA	NA	0.147914144	0.069082668	0.074800753	0.054825243	0.052468165	-0.012212952	0.068077869	-0.03014598	8.4	7.2	0.0858	8.8	1	2.277	0.195	NA	NA	TRUE
chrVIII	98012	98858	-	YHL006C	SHU1	NA	NA	NA	NA	NA	2.898765435	4.187837168	1.609693701	NA	fragile		NA	NA	NA	0.041074485	-0.003436279	0.097906232	0.303431346	0.133867384	NA	0.008287511	0.038922606	NA	NA	0.0435	18.9	0	1.508	0.066	TATA-less	TAF1-enriched	TRUE
chrXII	386166	388333	-	YLR120C	YPS1	NA	NA	NA	NA	NA	2.901645717	2.848235272	2.955056162	NA	stable		NA	NA	NA	0.025626028	0.05414825	-0.031478488	-0.175449522	-0.161848708	NA	0.691671738	0.279408788	9.22	17.48	0.0739	10.3	1	8.016	0.592	TATA-less	TAF1-depleted	TRUE
chrIV	1352182	1352589	-	YDR445C	YDR445C	NA	NA	NA	NA	NA	2.90186631	3.465852858	2.337879761	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.033356411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXI	371738	374192	+	YKL034W	TUL1	NA	NA	NA	NA	NA	2.904168705	2.484480273	3.323857137	NA	stable		NA	NA	NA	-0.001992649	0.018106902	-0.098196734	-0.237381603	-0.136445857	0.252958923	0.228982376	0.186821351	9.67	9.09	0.1157	6.4	1	2.023	0.234	TATA-less	TAF1-enriched	TRUE
chrXII	275238	278661	-	YLR071C	RGR1	NA	NA	NA	NA	NA	2.905377906	2.56053623	3.250219581	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.014981019	-0.056116857	-0.108701048	8.91	21.96	0.1052	7.1	1	2.901	0.305	TATA-less	TAF1-enriched	TRUE
chrXVI	352723	355435	-	YPL105C	SYH1	NA	NA	NA	NA	NA	2.907217449	2.731382449	3.083052449	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.388109818	-0.068449724	-0.13040018	5.42	29.01	0.1247	5.9	1	8.121	1.013	TATA-less	TAF1-enriched	TRUE
chrXII	764773	766221	+	YLR317W	YLR317W	NA	NA	NA	NA	NA	2.907786372	2.840332389	2.975240354	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.080114457	NA	NA	NA	0.1651	4.4	1	0.4482	0.074	NA	NA	NA
chrVII	349574	350613	+	YGL085W	LCL3	NA	NA	NA	NA	NA	2.907890245	2.610508103	3.205272386	NA	stable		NA	NA	NA	0.022053240000000002	-0.015274407	-0.008553914	0.20395779	0.106952396	NA	-0.037823976	NA	5.98	10.66	0.0561	14.1	1	1.563	0.088	TATA-containing	TAF1-enriched	NA
chrXII	988334	990600	+	YLR427W	MAG2	NA	NA	NA	NA	NA	2.909577053	3.050714999	2.768439106	NA	stable		NA	NA	NA	0.022222937	0.025506775	-0.134315527	-0.241918329	-0.225923996	0.353116832	-0.098449741	0.081236156	8.35	7.6	0.0901	8.3	1	2.597	0.234	TATA-less	TAF1-enriched	TRUE
chrXII	769136	771746	-	YLR319C	BUD6	NA	NA	NA	NA	NA	2.909716837	2.91941413	2.900019544	NA	stable		NA	NA	NA	0.09460036	0.0709148	-0.017555189	-0.009793758	-0.078508932	0.379286225	-0.147881589	0.054603396	9.3	7.77	0.1018	7.3	1	1.946	0.198	TATA-less	TAF1-enriched	TRUE
chrIV	998675	1000064	+	YDR265W	PEX10	NA	NA	NA	NA	NA	2.910564138	3.176077717	2.645050559	NA	stable		NA	NA	NA	0.028792124	0.016234368	-0.032393863	-0.088309919	-0.084651313	-0.456581943	0.183639674	0.10533164	5.66	12.8	0.0894	8.4	1	2.054	0.184	TATA-less	TAF1-enriched	TRUE
chrIX	69509	73669	-	YIL147C	SLN1	NA	NA	NA	NA	NA	2.911028521	2.370838806	3.451218236	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.421894459	0.021004829	-0.005102338	11.43	14.26	0.0958	7.8	1	2.928	0.281	TATA-less	TAF1-enriched	TRUE
chrXI	3228	5746	-	YKL222C	YKL222C	NA	NA	NA	NA	NA	2.916480085	2.654645815	3.178314354	NA	stable		NA	NA	NA	0.100794045	0.064420448	0.114460203	0.215982977	0.05451838	NA	0.237946506	NA	NA	NA	0.0823	9.2	1	1.437	0.118	NA	NA	TRUE
chrIV	843477	844919	-	YDR192C	NUP42	NA	NA	NA	NA	NA	2.916804204	2.360151942	3.473456466	NA	stable		NA	NA	NA	0.029802503	-0.048571054	0.122251235	0.327770486	0.190804313	0.427577318	-0.030876954	-0.065020891	NA	NA	0.0781	9.7	1	1.477	0.115	TATA-less	TAF1-enriched	TRUE
chrXII	857486	859371	+	YLR368W	MDM30	NA	NA	NA	NA	NA	2.917250964	2.151067888	3.683434039	NA	stable		NA	NA	NA	0.098545879	0.034980427	0.167075317	0.607051978	0.334611872	0.417407079	-0.08179898	0.093328752	8.87	6.68	0.0693	11.1	1	3.567	0.247	NA	NA	TRUE
chrX	690750	695696	-	YJR140C	HIR3	NA	NA	NA	NA	NA	2.920009828	2.667476128	3.172543527	NA	stable		NA	NA	NA	-0.003378733	-0.001717584	0.006953111	0.149119023	0.103704364	0.322374034	-0.101811471	0.01734984	10.52	10.85	0.0935	8	1	1.701	0.159	NA	NA	TRUE
chrXV	334412	337377	-	YOR005C	DNL4	NA	NA	NA	NA	NA	2.920161819	2.504387261	3.335936376	NA	stable		NA	NA	NA	0.016251374	0.028947762	-0.017244464	-0.268309822	-0.075195147	-0.018280656	0.194130913	0.43257417	NA	NA	0.0916	8.2	1	1.197	0.11	NA	NA	TRUE
chrIV	1415126	1416922	-	YDR479C	PEX29	NA	NA	NA	NA	NA	2.921232651	2.469310659	3.373154642	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.052513743	0.325033202	0.214170902	5.85	8.87	0.0671	11.5	1	1.965	0.132	TATA-less	TAF1-enriched	TRUE
chrVII	80509	81264	-	YGL222C	EDC1	NA	NA	NA	NA	NA	2.921373885	2.742968304	3.099779466	NA	fragile		NA	NA	NA	0.113270814	0.138172496	0.056449979	-0.056571356	-0.069031368	NA	0.104454702	-0.165550505	11.69	6.34	0.1031	7.2	1	0.1728	0.018	TATA-less	TAF1-enriched	TRUE
chrXI	339153	341226	+	YKL053W	YKL053W	NA	NA	NA	NA	NA	2.921441134	2.567044543	3.275837725	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.07267265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXV	725443	727249	-	YOR205C	GEP3	NA	NA	NA	NA	NA	2.921865375	3.270706455	2.573024295	NA	fragile		NA	NA	NA	0.156110665	0.103406192	0.142853443	0.72368135200000006	0.451692317	NA	0.026134375	-0.087421524	5.84	21.12	0.1071	6.9	1	2.683	0.287	TATA-less	TAF1-enriched	TRUE
chrXII	52013	52626	-	YLL042C	ATG10	NA	NA	NA	NA	NA	2.922063883	4.447904674	1.396223092	NA	NA		NA	NA	NA	-0.027249126	0.003520798	-0.117106453	-0.304972218	-0.295518176	NA	0.115105563	-0.064598875	NA	NA	0.0225	44.4	0	0.8958	0.02	NA	NA	TRUE
chrXIII	505158	507456	+	YMR119W-A	YMR119W-A	NA	NA	NA	NA	NA	2.922983326	2.848406826	2.997559825	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	0.23921473	-0.030189712	NA	NA	NA	0.0842	9	0	0.5418	0.046	NA	NA	NA
chrI	87794	92522	-	YAL029C	MYO4	NA	NA	NA	NA	NA	2.923726613	2.317196552	3.530256674	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.558464085	0.094603296	-0.170850349	13.57	31.87	0.1114	6.6	1	4.592	0.512	TATA-less	TAF1-enriched	TRUE
chrXIV	360924	365717	-	YNL139C	THO2	NA	NA	NA	NA	NA	2.92400045	2.420892355	3.427108545	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.83881317	-0.10924624	0.011124546	9.94	17.26	0.0868	8.7	1	2.999	0.26	TATA-less	TAF1-enriched	TRUE
chrIV	392437	393951	-	YDL033C	SLM3	NA	NA	NA	NA	NA	2.924427821	4.602394022	1.246461619	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.03092026	0.040581033	6.3	7.4	0.078	9.7	1	0.8268	0.064	TATA-less	TAF1-enriched	TRUE
chrVII	140245	141787	-	YGL194C	HOS2	NA	NA	NA	NA	NA	2.925875675	1.58676589	4.26498546	NA	stable		NA	NA	NA	0.028156824	0.068624578	-0.005194854	-0.121171251	-0.126907584	-0.07640251	0.077020772	0.126364684	4.97	8.15	0.0723	10.6	1	0.216	0.016	TATA-less	TAF1-enriched	TRUE
chrXIII	838161	840093	+	YMR284W	YKU70	NA	NA	NA	NA	NA	2.926084806	3.342189238	2.509980374	NA	fragile		NA	NA	NA	0.031405807	-0.034927945	0.128694339	0.343541918	0.195266765	NA	0.035592646	0.12777016	7.84	5.19	0.0767	9.9	1	1.935	0.148	TATA-less	TAF1-enriched	TRUE
chrIX	222937	225954	-	YIL073C	SPO22	NA	NA	NA	NA	NA	2.926238695	3.192307452	2.660169937	NA	NA		NA	NA	NA	0.007057006	0.007172607	-0.009247641	0.018734913	-0.046705825	NA	0.235690046	0.250465901	NA	NA	0.0821	9.2	0	0.3402	0.028	NA	NA	TRUE
chrVIII	233436	236040	-	YHR069C-A	YHR069C-A	NA	NA	NA	NA	NA	2.928119745	2.822449874	3.033789615	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0709	10.8	0	0.0318	0.002	NA	NA	NA
chrIII	27914	29062	+	YCL055W	KAR4	NA	NA	NA	NA	NA	2.930765244	3.482624678	2.378905809	NA	stable		NA	NA	NA	-0.053476722	-0.05528848	-0.109239248	-0.1352889	-0.079470129	-0.375591942	0.093966675	-0.082547706	6.84	12.31	0.0343	25.3	1	19.22	0.659	TATA-less	TAF1-depleted	TRUE
