,chr,start,end,acc,strand
3540,chrX,581748,582198,YJR082C,-
3541,chrX,582410,582860,YJR083C,-
3542,chrX,584654,585104,YJR084W,+
3543,chrX,585020,585470,YJR085C,-
3544,chrX,586091,586541,YJR086W,+
3545,chrX,586119,586569,YJR088C,-
3546,chrX,586400,586850,YJR087W,+
3547,chrX,590296,590746,YJR089W,+
3548,chrX,590772,591222,YJR090C,-
3549,chrX,594961,595411,YJR091C,-
3550,chrX,602847,603297,YJR092W,+
3551,chrX,603120,603570,YJR093C,-
3552,chrX,604469,604919,YJR094C,-
3553,chrX,608634,609084,YJR094W-A,+
3554,chrX,610579,611029,YJR095W,+
3555,chrX,611767,612217,YJR096W,+
3556,chrX,612725,613175,YJR097W,+
3557,chrX,613086,613536,YJR098C,-
3558,chrX,616055,616505,YJR099W,+
3559,chrX,616167,616617,YJR100C,-
3560,chrX,618711,619161,YJR101W,+
3561,chrX,618924,619374,YJR102C,-
3562,chrX,622200,622650,YJR103W,+
3563,chrX,622367,622817,YJR104C,-
3564,chrX,624289,624739,YJR105W,+
3565,chrX,626681,627131,YJR106W,+
3566,chrX,628076,628526,YJR107W,+
3567,chrX,628793,629243,YJR108W,+
3568,chrX,629485,629935,YJR109C,-
3569,chrX,635331,635781,YJR110W,+
3570,chrX,635755,636205,YJR111C,-
3571,chrX,637330,637780,YJR112W,+
3572,chrX,637910,638360,YJR112W-A,+
3573,chrX,638054,638504,YJR113C,-
3574,chrX,638701,639151,YJR114W,+
3575,chrX,640388,640838,YJR115W,+
3576,chrX,641435,641885,YJR116W,+
3577,chrX,643122,643572,YJR117W,+
3578,chrX,643260,643710,YJR118C,-
3579,chrX,644154,644604,YJR119C,-
3580,chrX,647231,647681,YJR120W,+
3581,chrX,648849,649299,YJR121W,+
3582,chrX,650994,651444,YJR122W,+
3583,chrX,652234,652684,YJR123W,+
3584,chrX,652515,652965,YJR124C,-
3585,chrX,654538,654988,YJR125C,-
3586,chrX,656069,656519,YJR126C,-
3587,chrX,658732,659182,YJR127C,-
3588,chrX,662930,663380,YJR128W,+
3589,chrX,663393,663843,YJR129C,-
3590,chrX,664998,665448,YJR130C,-
3591,chrX,668991,669441,YJR131W,+
3592,chrX,672436,672886,YJR132W,+
3593,chrX,673369,673819,YJR133W,+
3594,chrX,673512,673962,YJR134C,-
3595,chrX,675913,676363,YJR135C,-
3596,chrX,677188,677638,YJR135W-A,+
3597,chrX,677341,677791,YJR136C,-
3598,chrX,678857,679307,YJR137C,-
3599,chrX,688971,689421,YJR138W,+
3600,chrX,689345,689795,YJR139C,-
3601,chrX,690650,691100,YJR140C,-
3602,chrX,690760,691210,YJR140W-A,+
3603,chrX,696599,697049,YJR141W,+
3604,chrX,697981,698431,YJR142W,+
3605,chrX,698087,698537,YJR143C,-
3606,chrX,701400,701850,YJR144W,+
3607,chrX,701872,702322,YJR145C,-
3608,chrX,703888,704338,YJR146W,+
3609,chrX,705277,705727,YJR147W,+
3610,chrX,706573,707023,YJR148W,+
3611,chrX,708024,708474,YJR149W,+
3612,chrX,708711,709161,YJR150C,-
3613,chrX,712155,712605,YJR151C,-
3614,chrX,717515,717965,YJR151W-A,+
3615,chrX,721240,721690,YJR152W,+
3616,chrX,723650,724100,YJR153W,+
3617,chrX,726474,726924,YJR154W,+
3618,chrX,728171,728621,YJR155W,+
3619,chrX,728317,728767,YJR156C,-
3620,chrX,730527,730977,YJR157W,+
3621,chrX,733793,734243,YJR158W,+
3622,chrX,736767,737217,YJR159W,+
3623,chrX,737534,737984,YJR160C,-
3624,chrX,742373,742823,YJR161C,-
3625,chrX,744811,745261,YJR162C,-
3626,chrX,745011,745461,TEL10R-XC,+
3627,chrXI,247,697,TEL11L-XC,-
3628,chrXI,448,898,YKL225W,+
3629,chrXI,1710,2160,YKL224C,-
3630,chrXI,2371,2821,YKL223W,+
3631,chrXI,3133,3583,YKL222C,-
3632,chrXI,7178,7628,YKL221W,+
3633,chrXI,8991,9441,YKL220C,-
3634,chrXI,15440,15890,YKL219W,+
3635,chrXI,17053,17503,YKL218C,-
3636,chrXI,23875,24325,YKL217W,+
3637,chrXI,26052,26502,YKL216W,+
3638,chrXI,26727,27177,YKL215C,-
3639,chrXI,30923,31373,YKL214C,-
3640,chrXI,31789,32239,YKL213C,-
3641,chrXI,36146,36596,YKL212W,+
3642,chrXI,36417,36867,YKL211C,-
3643,chrXI,41887,42337,YKL210W,+
3644,chrXI,42323,42773,YKL209C,-
3645,chrXI,47695,48145,YKL208W,+
3646,chrXI,48661,49111,YKL207W,+
3647,chrXI,48837,49287,YKL206C,-
3648,chrXI,53230,53680,YKL205W,+
3649,chrXI,55252,55702,YKL204W,+
3650,chrXI,55755,56205,YKL203C,-
3651,chrXI,63612,64062,YKL201C,-
3652,chrXI,64052,64502,YKL202W,+
3653,chrXI,68019,68469,YKL198C,-
3654,chrXI,70333,70783,YKL197C,-
3655,chrXI,74679,75129,YKL196C,-
3656,chrXI,76818,77268,YKL195W,+
3657,chrXI,76999,77449,YKL194C,-
3658,chrXI,78766,79216,YKL193C,-
3659,chrXI,79926,80376,YKL192C,-
3660,chrXI,82488,82938,YKL191W,+
3661,chrXI,83378,83828,YKL190W,+
3662,chrXI,85798,86248,YKL189W,+
3663,chrXI,85922,86372,YKL188C,-
3664,chrXI,89184,89634,YKL187C,-
3665,chrXI,92644,93094,YKL186C,-
3666,chrXI,96035,96485,YKL185W,+
3667,chrXI,97821,98271,YKL184W,+
3668,chrXI,98295,98745,YKL183C-A,-
3669,chrXI,99427,99877,YKL183W,+
3670,chrXI,106565,107015,YKL182W,+
3671,chrXI,108376,108826,YKL181W,+
3672,chrXI,109800,110250,YKL180W,+
3673,chrXI,110233,110683,YKL179C,-
3674,chrXI,112928,113378,YKL178C,-
3675,chrXI,114344,114794,YKL177W,+
3676,chrXI,115209,115659,YKL176C,-
3677,chrXI,120123,120573,YKL175W,+
3678,chrXI,120153,120603,YKL174C,-
3679,chrXI,125306,125756,YKL173W,+
3680,chrXI,126692,127142,YKL172W,+
3681,chrXI,129911,130361,YKL171W,+
3682,chrXI,130585,131035,YKL169C,-
3683,chrXI,130846,131296,YKL170W,+
3684,chrXI,131126,131576,YKL168C,-
3685,chrXI,133465,133915,YKL167C,-
3686,chrXI,134193,134643,YKL166C,-
3687,chrXI,135690,136140,YKL165C-A,-
3688,chrXI,137714,138164,YKL165C,-
3689,chrXI,141587,142037,YKL164C,-
3690,chrXI,145028,145478,YKL163W,+
3691,chrXI,145822,146272,YKL162C-A,-
3692,chrXI,147530,147980,YKL162C,-
3693,chrXI,149286,149736,YKL161C,-
3694,chrXI,153436,153886,YKL160W,+
3695,chrXI,153524,153974,YKL159C,-
3696,chrXI,158037,158487,YKL157W,+
3697,chrXI,158875,159325,YKL156C-A,-
3698,chrXI,159069,159519,YKL156W,+
3699,chrXI,159356,159806,YKL155C,-
3700,chrXI,161985,162435,YKL154W,+
3701,chrXI,163406,163856,YKL152C,-
3702,chrXI,163759,164209,YKL153W,+
3703,chrXI,164817,165267,YKL151C,-
3704,chrXI,167102,167552,YKL150W,+
3705,chrXI,167512,167962,YKL149C,-
3706,chrXI,169107,169557,YKL148C,-
3707,chrXI,171451,171901,YKL147C,-
3708,chrXI,173604,174054,YKL146W,+
3709,chrXI,174700,175150,YKL145W-A,+
3710,chrXI,175424,175874,YKL145W,+
3711,chrXI,175582,176032,YKL144C,-
3712,chrXI,177917,178367,YKL143W,+
3713,chrXI,178838,179288,YKL142W,+
3714,chrXI,180018,180468,YKL141W,+
3715,chrXI,182247,182697,YKL140W,+
3716,chrXI,184297,184747,YKL139W,+
3717,chrXI,184425,184875,YKL138C-A,-
3718,chrXI,185068,185518,YKL138C,-
3719,chrXI,186145,186595,YKL137W,+
3720,chrXI,186290,186740,YKL135C,-
3721,chrXI,186464,186914,YKL136W,+
3722,chrXI,188799,189249,YKL134C,-
3723,chrXI,191528,191978,YKL133C,-
3724,chrXI,193325,193775,YKL132C,-
3725,chrXI,194649,195099,YKL131W,+
3726,chrXI,195048,195498,YKL130C,-
3727,chrXI,196169,196619,YKL129C,-
3728,chrXI,200266,200716,YKL128C,-
3729,chrXI,204903,205353,YKL127W,+
3730,chrXI,207399,207849,YKL126W,+
3731,chrXI,209780,210230,YKL125W,+
3732,chrXI,211982,212432,YKL124W,+
3733,chrXI,212073,212523,YKL123W,+
3734,chrXI,212076,212526,YKL122C,-
3735,chrXI,216350,216800,YKL121W,+
3736,chrXI,217968,218418,YKL120W,+
3737,chrXI,217972,218422,YKL119C,-
3738,chrXI,219087,219537,YKL118W,+
3739,chrXI,220624,221074,YKL117W,+
3740,chrXI,220745,221195,YKL116C,-
3741,chrXI,222793,223243,YKL115C,-
3742,chrXI,222809,223259,YKL114C,-
3743,chrXI,224165,224615,YKL113C,-
3744,chrXI,228364,228814,YKL111C,-
3745,chrXI,228415,228865,YKL112W,+
3746,chrXI,228839,229289,YKL110C,-
3747,chrXI,233551,234001,YKL109W,+
3748,chrXI,235437,235887,YKL108W,+
3749,chrXI,236720,237170,YKL107W,+
3750,chrXI,237047,237497,YKL106C-A,-
3751,chrXI,238541,238991,YKL106W,+
3752,chrXI,239085,239535,YKL105C,-
3753,chrXI,242513,242963,YKL104C,-
3754,chrXI,246038,246488,YKL103C,-
3755,chrXI,247962,248412,YKL102C,-
3756,chrXI,253126,253576,YKL101W,+
3757,chrXI,253147,253597,YKL100C,-
3758,chrXI,253898,254348,YKL100W-A,+
3759,chrXI,255173,255623,YKL099C,-
3760,chrXI,257493,257943,YKL098W,+
3761,chrXI,258403,258853,YKL097C,-
3762,chrXI,258973,259423,YKL096C-B,-
3763,chrXI,259181,259631,YKL096W-A,+
3764,chrXI,261501,261951,YKL096W,+
3765,chrXI,262763,263213,YKL095W,+
3766,chrXI,263940,264390,YKL094W,+
3767,chrXI,265458,265908,YKL093W,+
3768,chrXI,265707,266157,YKL092C,-
3769,chrXI,269166,269616,YKL091C,-
3770,chrXI,272859,273309,YKL090W,+
3771,chrXI,274693,275143,YKL089W,+
3772,chrXI,276648,277098,YKL088W,+
3773,chrXI,276804,277254,YKL087C,-
3774,chrXI,278314,278764,YKL086W,+
3775,chrXI,279777,280227,YKL085W,+
3776,chrXI,280509,280959,YKL084W,+
3777,chrXI,280630,281080,YKL082C,-
3778,chrXI,281185,281635,YKL083W,+
3779,chrXI,284105,284555,YKL081W,+
3780,chrXI,285858,286308,YKL080W,+
3781,chrXI,288223,288673,YKL079W,+
3782,chrXI,290702,291152,YKL078W,+
3783,chrXI,292281,292731,YKL077W,+
3784,chrXI,292362,292812,YKL075C,-
3785,chrXI,292738,293188,YKL076C,-
3786,chrXI,294074,294524,YKL074C,-
3787,chrXI,298725,299175,YKL073W,+
3788,chrXI,301532,301982,YKL072W,+
3789,chrXI,305534,305984,YKL071W,+
3790,chrXI,306370,306820,YKL070W,+
3791,chrXI,307477,307927,YKL069W,+
3792,chrXI,309092,309542,YKL068W-A,+
3793,chrXI,312728,313178,YKL068W,+
3794,chrXI,314923,315373,YKL067W,+
3795,chrXI,315374,315824,YKL066W,+
3796,chrXI,315825,316275,YKL065W-A,+
3797,chrXI,315844,316294,YKL065C,-
3798,chrXI,320323,320773,YKL064W,+
3799,chrXI,320397,320847,YKL063C,-
3800,chrXI,324770,325220,YKL062W,+
3801,chrXI,325762,326212,YKL061W,+
3802,chrXI,325905,326355,YKL060C,-
3803,chrXI,327562,328012,YKL059C,-
3804,chrXI,330184,330634,YKL058W,+
3805,chrXI,330756,331206,YKL057C,-
3806,chrXI,333780,334230,YKL056C,-
3807,chrXI,335221,335671,YKL055C,-
3808,chrXI,336437,336887,YKL054C,-
3809,chrXI,338610,339060,YKL053C-A,-
3810,chrXI,339168,339618,YKL052C,-
3811,chrXI,339596,340046,YKL053W,+
3812,chrXI,342023,342473,YKL051W,+
3813,chrXI,342752,343202,YKL050C,-
3814,chrXI,345507,345957,YKL049C,-
3815,chrXI,347114,347564,YKL048C,-
3816,chrXI,350663,351113,YKL047W,+
3817,chrXI,350778,351228,YKL046C,-
3818,chrXI,354729,355179,YKL045W,+
3819,chrXI,356292,356742,YKL044W,+
3820,chrXI,357498,357948,YKL043W,+
3821,chrXI,359216,359666,YKL042W,+
3822,chrXI,360348,360798,YKL040C,-
3823,chrXI,360467,360917,YKL041W,+
3824,chrXI,363843,364293,YKL039W,+
3825,chrXI,368767,369217,YKL038W,+
3826,chrXI,369371,369821,YKL037W,+
3827,chrXI,369428,369878,YKL036C,-
3828,chrXI,371040,371490,YKL035W,+
3829,chrXI,373755,374205,YKL034W,+
3830,chrXI,374865,375315,YKL033W-A,+
3831,chrXI,378222,378672,YKL033W,+
3832,chrXI,379349,379799,YKL032C,-
3833,chrXI,382135,382585,YKL031W,+
3834,chrXI,382616,383066,YKL029C,-
3835,chrXI,382753,383203,YKL030W,+
3836,chrXI,386856,387306,YKL028W,+
3837,chrXI,388555,389005,YKL027W,+
3838,chrXI,388745,389195,YKL026C,-
3839,chrXI,389722,390172,YKL025C,-
3840,chrXI,392021,392471,YKL024C,-
3841,chrXI,393046,393496,YKL023C-A,-
3842,chrXI,394199,394649,YKL022C,-
3843,chrXI,394204,394654,YKL023W,+
3844,chrXI,396983,397433,YKL021C,-
3845,chrXI,398732,399182,YKL020C,-
3846,chrXI,403034,403484,YKL018C-A,-
3847,chrXI,403168,403618,YKL019W,+
3848,chrXI,404632,405082,YKL017C,-
3849,chrXI,404741,405191,YKL018W,+
3850,chrXI,406869,407319,YKL016C,-
3851,chrXI,411067,411517,YKL014C,-
3852,chrXI,411133,411583,YKL015W,+
3853,chrXI,416880,417330,YKL013C,-
3854,chrXI,419605,420055,YKL011C,-
3855,chrXI,419711,420161,YKL012W,+
3856,chrXI,421324,421774,YKL010C,-
3857,chrXI,426602,427052,YKL009W,+
3858,chrXI,426702,427152,YKL008C,-
3859,chrXI,429608,430058,YKL006C-A,-
3860,chrXI,429758,430208,YKL007W,+
3861,chrXI,432370,432820,YKL006W,+
3862,chrXI,432452,432902,YKL005C,-
3863,chrXI,436435,436885,YKL004W,+
3864,chrXI,436538,436988,YKL003C,-
3865,chrXI,438194,438644,YKL002W,+
3866,chrXI,438520,438970,YKL001C,-
3867,chrXI,440028,440478,YKR001C,-
3868,chrXI,444588,445038,YKR002W,+
3869,chrXI,445938,446388,YKR004C,-
3870,chrXI,446377,446827,YKR003W,+
3871,chrXI,447837,448287,YKR005C,-
3872,chrXI,449877,450327,YKR006C,-
3873,chrXI,451638,452088,YKR007W,+
3874,chrXI,453728,454178,YKR008W,+
3875,chrXI,453759,454209,YKR009C,-
3876,chrXI,458369,458819,YKR010C,-
3877,chrXI,461060,461510,YKR011C,-
3878,chrXI,463639,464089,YKR012C,-
3879,chrXI,464598,465048,YKR013W,+
3880,chrXI,464816,465266,YKR014C,-
3881,chrXI,466861,467311,YKR015C,-
3882,chrXI,470989,471439,YKR016W,+
3883,chrXI,471594,472044,YKR017C,-
3884,chrXI,473112,473562,YKR018C,-
3885,chrXI,475674,476124,YKR019C,-
3886,chrXI,478482,478932,YKR020W,+
3887,chrXI,481584,482034,YKR022C,-
3888,chrXI,481631,482081,YKR021W,+
3889,chrXI,484661,485111,YKR023W,+
3890,chrXI,484757,485207,YKR024C,-
3891,chrXI,488101,488551,YKR026C,-
3892,chrXI,488268,488718,YKR025W,+
3893,chrXI,493311,493761,YKR027W,+
3894,chrXI,497008,497458,YKR028W,+
3895,chrXI,497478,497928,YKR029C,-
3896,chrXI,500753,501203,YKR030W,+
3897,chrXI,501244,501694,YKR031C,-
3898,chrXI,506481,506931,YKR032W,+
3899,chrXI,506779,507229,YKR033C,-
3900,chrXI,507357,507807,YKR034W,+
3901,chrXI,507820,508270,YKR035C,-
3902,chrXI,508111,508561,YKR036C,-
3903,chrXI,508203,508653,YKR035W-A,+
3904,chrXI,510304,510754,YKR037C,-
3905,chrXI,511407,511857,YKR038C,-
3906,chrXI,516521,516971,YKR039W,+
3907,chrXI,517963,518413,YKR040C,-
3908,chrXI,518600,519050,YKR041W,+
3909,chrXI,520274,520724,YKR042W,+
3910,chrXI,520372,520822,YKR043C,-
3911,chrXI,522842,523292,YKR045C,-
3912,chrXI,522996,523446,YKR044W,+
3913,chrXI,524123,524573,YKR046C,-
3914,chrXI,524783,525233,YKR048C,-
3915,chrXI,525212,525662,YKR047W,+
3916,chrXI,526306,526756,YKR049C,-
3917,chrXI,530134,530584,YKR050W,+
3918,chrXI,531725,532175,YKR052C,-
3919,chrXI,531852,532302,YKR051W,+
3920,chrXI,533516,533966,YKR053C,-
3921,chrXI,534956,535406,YKR054C,-
3922,chrXI,548741,549191,YKR055W,+
3923,chrXI,551017,551467,YKR056W,+
3924,chrXI,551892,552342,YKR057W,+
3925,chrXI,554270,554720,YKR058W,+
3926,chrXI,555824,556274,YKR059W,+
3927,chrXI,556992,557442,YKR060W,+
3928,chrXI,558604,559054,YKR061W,+
3929,chrXI,560200,560650,YKR063C,-
3930,chrXI,560302,560752,YKR062W,+
3931,chrXI,564712,565162,YKR065C,-
3932,chrXI,564788,565238,YKR064W,+
3933,chrXI,565624,566074,YKR066C,-
3934,chrXI,569763,570213,YKR068C,-
3935,chrXI,569799,570249,YKR067W,+
3936,chrXI,573043,573493,YKR069W,+
3937,chrXI,574215,574665,YKR071C,-
3938,chrXI,574282,574732,YKR070W,+
3939,chrXI,575910,576360,YKR072C,-
3940,chrXI,578087,578537,YKR073C,-
3941,chrXI,579290,579740,YKR075C,-
3942,chrXI,579326,579776,YKR074W,+
3943,chrXI,580131,580581,YKR075W-A,+
3944,chrXI,583045,583495,YKR076W,+
3945,chrXI,584394,584844,YKR077W,+
3946,chrXI,586188,586638,YKR079C,-
3947,chrXI,586359,586809,YKR078W,+
3948,chrXI,590955,591405,YKR081C,-
3949,chrXI,591007,591457,YKR080W,+
3950,chrXI,595948,596398,YKR082W,+
3951,chrXI,596099,596549,YKR083C,-
3952,chrXI,596527,596977,YKR084C,-
3953,chrXI,598547,598997,YKR085C,-
3954,chrXI,602636,603086,YKR087C,-
3955,chrXI,602722,603172,YKR086W,+
3956,chrXI,603874,604324,YKR088C,-
3957,chrXI,605092,605542,YKR089C,-
3958,chrXI,610716,611166,YKR090W,+
3959,chrXI,611915,612365,YKR091W,+
3960,chrXI,612334,612784,YKR092C,-
3961,chrXI,617185,617635,YKR093W,+
3962,chrXI,617358,617808,YKR094C,-
3963,chrXI,625082,625532,YKR095W,+
3964,chrXI,625855,626305,YKR095W-A,+
3965,chrXI,630030,630480,YKR096W,+
3966,chrXI,632451,632901,YKR097W,+
3967,chrXI,632896,633346,YKR098C,-
3968,chrXI,637936,638386,YKR099W,+
3969,chrXI,638255,638705,YKR100C,-
3970,chrXI,642154,642604,YKR101W,+
3971,chrXI,649515,649965,YKR102W,+
3972,chrXI,656386,656836,YKR103W,+
3973,chrXI,657406,657856,YKR104W,+
3974,chrXI,658097,658547,YKR105C,-
3975,chrXI,662939,663389,YKR106W,+
3976,chrXII,1,426,TEL12L-YP1,-
3977,chrXII,485,935,YLL067C,-
3978,chrXII,975,1425,YLL067W-A,+
3979,chrXII,5425,5875,YLL066W-B,+
3980,chrXII,5624,6074,TEL12L-YP2,-
3981,chrXII,6020,6470,YLL066C,-
3982,chrXII,6618,7068,YLL066W-A,+
3983,chrXII,11526,11976,TEL12L-XC,-
3984,chrXII,11726,12176,YLL065W,+
3985,chrXII,12983,13433,YLL064C,-
3986,chrXII,14548,14998,YLL063C,-
3987,chrXII,16510,16960,YLL062C,-
3988,chrXII,19492,19942,YLL061W,+
3989,chrXII,20806,21256,YLL060C,-
3990,chrXII,22374,22824,YLL059C,-
3991,chrXII,24946,25396,YLL058W,+
3992,chrXII,25523,25973,YLL057C,-
3993,chrXII,27187,27637,YLL056C,-
3994,chrXII,31354,31804,YLL055W,+
3995,chrXII,32573,33023,YLL054C,-
3996,chrXII,35403,35853,YLL053C,-
3997,chrXII,35812,36262,YLL052C,-
3998,chrXII,37053,37503,YLL051C,-
3999,chrXII,39663,40113,YLL050C,-
4000,chrXII,40759,41209,YLL048C,-
4001,chrXII,40855,41305,YLL049W,+
4002,chrXII,46614,47064,YLL046C,-
4003,chrXII,46705,47155,YLL047W,+
4004,chrXII,47679,48129,YLL045C,-
4005,chrXII,48312,48762,YLL044W,+
4006,chrXII,51615,52065,YLL043W,+
4007,chrXII,51987,52437,YLL042C,-
4008,chrXII,52752,53202,YLL041C,-
4009,chrXII,54044,54494,YLL040C,-
4010,chrXII,63900,64350,YLL039C,-
4011,chrXII,65675,66125,YLL038C,-
4012,chrXII,66574,67024,YLL036C,-
4013,chrXII,66592,67042,YLL037W,+
4014,chrXII,70136,70586,YLL035W,+
4015,chrXII,70418,70868,YLL034C,-
4016,chrXII,73802,74252,YLL032C,-
4017,chrXII,73902,74352,YLL033W,+
4018,chrXII,77052,77502,YLL031C,-
4019,chrXII,80256,80706,YLL030C,-
4020,chrXII,83360,83810,YLL029W,+
4021,chrXII,86359,86809,YLL028W,+
4022,chrXII,87937,88387,YLL027W,+
4023,chrXII,91038,91488,YLL026W,+
4024,chrXII,94771,95221,YLL025W,+
4025,chrXII,95433,95883,YLL024C,-
4026,chrXII,97829,98279,YLL023C,-
4027,chrXII,98887,99337,YLL022C,-
4028,chrXII,104997,105447,YLL021W,+
4029,chrXII,105456,105906,YLL020C,-
4030,chrXII,105586,106036,YLL019C,-
4031,chrXII,106650,107100,YLL019W-A,+
4032,chrXII,108434,108884,YLL018C-A,-
4033,chrXII,109644,110094,YLL018C,-
4034,chrXII,120828,121278,YLL015W,+
4035,chrXII,121384,121834,YLL014W,+
4036,chrXII,121640,122090,YLL013C,-
4037,chrXII,126905,127355,YLL012W,+
4038,chrXII,128710,129160,YLL011W,+
4039,chrXII,128876,129326,YLL010C,-
4040,chrXII,130986,131436,YLL009C,-
4041,chrXII,133637,134087,YLL008W,+
4042,chrXII,134202,134652,YLL007C,-
4043,chrXII,136171,136621,YLL006W-A,+
4044,chrXII,137668,138118,YLL006W,+
4045,chrXII,137840,138290,YLL005C,-
4046,chrXII,142650,143100,YLL004W,+
4047,chrXII,145752,146202,YLL003W,+
4048,chrXII,147324,147774,YLL002W,+
4049,chrXII,149842,150292,YLL001W,+
4050,chrXII,151213,151663,YLR001C,-
4051,chrXII,154174,154624,YLR002C,-
4052,chrXII,156755,157205,YLR003C,-
4053,chrXII,157834,158284,YLR004C,-
4054,chrXII,161215,161665,YLR005W,+
4055,chrXII,161655,162105,YLR006C,-
4056,chrXII,165114,165564,YLR007W,+
4057,chrXII,165240,165690,YLR008C,-
4058,chrXII,166786,167236,YLR009W,+
4059,chrXII,167093,167543,YLR010C,-
4060,chrXII,169512,169962,YLR011W,+
4061,chrXII,169882,170332,YLR012C,-
4062,chrXII,171414,171864,YLR013W,+
4063,chrXII,172168,172618,YLR014C,-
4064,chrXII,176569,177019,YLR015W,+
4065,chrXII,176601,177051,YLR016C,-
4066,chrXII,178353,178803,YLR017W,+
4067,chrXII,178500,178950,YLR018C,-
4068,chrXII,181131,181581,YLR019W,+
4069,chrXII,181508,181958,YLR020C,-
4070,chrXII,183884,184334,YLR021W,+
4071,chrXII,184007,184457,YLR022C,-
4072,chrXII,184959,185409,YLR023C,-
4073,chrXII,187169,187619,YLR024C,-
4074,chrXII,194824,195274,YLR025W,+
4075,chrXII,195350,195800,YLR026C,-
4076,chrXII,196679,197129,YLR027C,-
4077,chrXII,199342,199792,YLR028C,-
4078,chrXII,201861,202311,YLR029C,-
4079,chrXII,203731,204181,YLR030W,+
4080,chrXII,204435,204885,YLR031W,+
4081,chrXII,208150,208600,YLR032W,+
4082,chrXII,210121,210571,YLR033W,+
4083,chrXII,210256,210706,YLR034C,-
4084,chrXII,212006,212456,YLR035C,-
4085,chrXII,221226,221676,YLR036C,-
4086,chrXII,222430,222880,YLR037C,-
4087,chrXII,224657,225107,YLR038C,-
4088,chrXII,225261,225711,YLR039C,-
4089,chrXII,228808,229258,YLR040C,-
4090,chrXII,229347,229797,YLR041W,+
4091,chrXII,229866,230316,YLR042C,-
4092,chrXII,231508,231958,YLR043C,-
4093,chrXII,232213,232663,YLR044C,-
4094,chrXII,234752,235202,YLR045C,-
4095,chrXII,237901,238351,YLR046C,-
4096,chrXII,239247,239697,YLR047C,-
4097,chrXII,243050,243500,YLR048W,+
4098,chrXII,243348,243798,YLR049C,-
4099,chrXII,245382,245832,YLR050C,-
4100,chrXII,246224,246674,YLR051C,-
4101,chrXII,247746,248196,YLR052W,+
4102,chrXII,248000,248450,YLR053C,-
4103,chrXII,248616,249066,YLR054C,-
4104,chrXII,251133,251583,YLR055C,-
4105,chrXII,254793,255243,YLR056W,+
4106,chrXII,257596,258046,YLR057W,+
4107,chrXII,257743,258193,YLR058C,-
4108,chrXII,259389,259839,YLR059C,-
4109,chrXII,262416,262866,YLR060W,+
4110,chrXII,263477,263927,YLR062C,-
4111,chrXII,263598,264048,YLR061W,+
4112,chrXII,264904,265354,YLR063W,+
4113,chrXII,266061,266511,YLR064W,+
4114,chrXII,266158,266608,YLR065C,-
4115,chrXII,267403,267853,YLR066W,+
4116,chrXII,267713,268163,YLR067C,-
4117,chrXII,271113,271563,YLR068W,+
4118,chrXII,271530,271980,YLR069C,-
4119,chrXII,274041,274491,YLR070C,-
4120,chrXII,275278,275728,YLR071C,-
4121,chrXII,280679,281129,YLR072W,+
4122,chrXII,280842,281292,YLR073C,-
4123,chrXII,281788,282238,YLR074C,-
4124,chrXII,283085,283535,YLR076C,-
4125,chrXII,283402,283852,YLR075W,+
4126,chrXII,285435,285885,YLR077W,+
4127,chrXII,285550,286000,YLR078C,-
4128,chrXII,287331,287781,YLR079W,+
4129,chrXII,288900,289350,YLR080W,+
4130,chrXII,291586,292036,YLR081W,+
4131,chrXII,291943,292393,YLR082C,-
4132,chrXII,293879,294329,YLR083C,-
4133,chrXII,296489,296939,YLR084C,-
4134,chrXII,300469,300919,YLR085C,-
4135,chrXII,306191,306641,YLR086W,+
4136,chrXII,306624,307074,YLR087C,-
4137,chrXII,317785,318235,YLR088W,+
4138,chrXII,318015,318465,YLR089C,-
4139,chrXII,321895,322345,YLR090W,+
4140,chrXII,323128,323578,YLR091W,+
4141,chrXII,326074,326524,YLR092W,+
4142,chrXII,326219,326669,YLR093C,-
4143,chrXII,327552,328002,YLR094C,-
4144,chrXII,329519,329969,YLR095C,-
4145,chrXII,335683,336133,YLR096W,+
4146,chrXII,336131,336581,YLR097C,-
4147,chrXII,337427,337877,YLR098C,-
4148,chrXII,339644,340094,YLR099C,-
4149,chrXII,341302,341752,YLR099W-A,+
4150,chrXII,342466,342916,YLR101C,-
4151,chrXII,342592,343042,YLR100W,+
4152,chrXII,342732,343182,YLR102C,-
4153,chrXII,343889,344339,YLR103C,-
4154,chrXII,346694,347144,YLR104W,+
4155,chrXII,346947,347397,YLR105C,-
4156,chrXII,348906,349356,YLR106C,-
4157,chrXII,365091,365541,YLR107W,+
4158,chrXII,366422,366872,YLR108C,-
4159,chrXII,369013,369463,YLR109W,+
4160,chrXII,369597,370047,YLR110C,-
4161,chrXII,370373,370823,YLR111W,+
4162,chrXII,370860,371310,YLR112W,+
4163,chrXII,372577,373027,YLR113W,+
4164,chrXII,374445,374895,YLR114C,-
4165,chrXII,380365,380815,YLR115W,+
4166,chrXII,381984,382434,YLR116W,+
4167,chrXII,382238,382688,YLR117C,-
4168,chrXII,384533,384983,YLR118C,-
4169,chrXII,385913,386363,YLR119W,+
4170,chrXII,386064,386514,YLR120C,-
4171,chrXII,388423,388873,YLR120W-A,+
4172,chrXII,388500,388950,YLR121C,-
4173,chrXII,390854,391304,YLR122C,-
4174,chrXII,390978,391428,YLR123C,-
4175,chrXII,391594,392044,YLR124W,+
